id,currency,date,open,high,low,close,active
1499,TRY,1978-05-18,9195,15466,3806,14657,False
1500,DZD,2011-07-06,6746,10880,21066,23740,False
1501,KRW,1971-12-08,16294,9578,5101,10166,True
1502,AMD,1974-01-03,3388,13136,12736,1607,False
1503,MZN,1988-05-01,14759,8248,1833,15776,True
1504,AOA,1974-08-27,13601,5497,1595,8996,True
1505,QAR,1991-11-15,1875,2017,20922,11300,False
1506,PAB,2000-11-15,4760,14551,3387,11093,False
1507,NAD,1984-11-24,838,9368,5810,22776,True
1508,XDR,1976-08-26,17148,12127,6195,4032,True
1509,LRD,1980-05-15,15395,19009,17879,22997,True
1510,MNT,1978-12-29,12768,21679,19102,11094,True
1511,VEF,2007-10-05,16307,17506,23477,20272,True
1512,JPY,2016-11-30,5487,18208,16524,5653,True
1513,AUD,2010-07-30,11129,16483,13848,18660,True
1514,SGD,2000-09-21,19499,7135,599,3090,False
1515,TMT,1991-01-01,22325,15152,11247,19310,False
1516,XOF,2003-08-28,13022,7798,19027,5971,True
1517,SLL,1973-03-04,22014,17056,8123,12786,False
1518,KES,1978-04-22,7528,3439,1708,2898,False
1519,ISK,1975-10-16,11036,9422,9456,20417,True
1520,ANG,2003-04-20,19812,4341,12524,13692,True
1521,UYU,1996-09-21,6598,2931,6681,20910,True
1522,CUC,2021-02-19,12037,4015,73,15265,True
1523,NAD,2010-05-22,6640,10677,13949,16186,False
1524,UAH,1985-12-05,9093,7401,13742,4180,False
1525,MGA,2016-01-22,21261,8728,12504,8303,True
1526,TND,1988-04-09,17161,3780,2723,18025,False
1527,ETB,1981-07-03,9443,13596,7711,351,False
1528,PYG,2010-04-23,3992,22420,11649,51,True
1529,GTQ,1986-09-02,13363,18917,23016,1100,False
1530,ALL,1994-07-14,14257,20065,8263,9273,True
1531,TOP,2003-06-28,6625,11074,4438,23413,True
1532,BND,1971-09-27,705,7826,7970,22620,False
1533,TND,2001-10-29,2308,8812,202,6639,True
1534,GYD,2022-06-22,22403,16507,3600,22078,False
1535,VEF,1977-09-13,628,14130,15732,16501,True
1536,KHR,1973-05-30,13367,18016,13460,446,True
1537,CHF,1992-02-06,15212,4676,16185,1797,True
1538,UYU,2010-05-08,16724,3438,15646,18015,True
1539,PEN,1990-09-07,11375,20733,19620,15697,False
1540,HNL,1982-10-07,11088,384,7592,11099,True
1541,KPW,1978-03-18,22793,5806,20841,12690,True
1542,GBP,2003-10-09,20657,14451,20525,10455,True
1543,BDT,1981-07-09,8046,3372,1345,2441,True
1544,LTL,2010-07-05,6641,7612,6912,6976,True
1545,SBD,1997-01-17,19310,11240,23242,21668,True
1546,RWF,2005-09-22,3948,13301,22359,8106,True
1547,TOP,2021-03-16,3298,9050,3504,22617,True
1548,GGP,2019-12-26,20750,3864,18919,983,True
1549,COP,1971-05-06,7624,20698,18466,8316,True
1550,BRL,2011-09-11,6026,10043,18157,16799,False
1551,SGD,2005-12-22,1846,14163,627,9031,True
1552,SCR,1993-01-09,19875,10594,23327,1655,True
1553,HTG,1975-12-06,7566,7653,5754,1035,True
1554,PHP,1987-02-15,14313,2587,20954,21893,True
1555,MZN,1986-04-22,3539,503,9115,6122,False
1556,HRK,1992-07-17,12739,17750,4016,9098,True
1557,KGS,1971-05-03,12253,155,20735,15376,True
1558,AMD,2023-08-23,13115,2593,14379,3064,True
1559,ZWD,1991-10-30,13402,8937,16683,11841,True
1560,HRK,1975-04-04,6316,17490,13856,18206,False
1561,LSL,2019-10-23,23126,22021,3984,16088,False
1562,BAM,1978-11-22,4621,22585,13540,18752,True
1563,MGA,2015-06-12,8150,23970,18515,16554,False
1564,MOP,1999-09-05,5724,21697,17148,11250,True
1565,XPF,2008-12-07,23042,1690,12617,4178,True
1566,BND,1982-11-01,1179,1827,14846,11848,False
1567,TND,2011-10-26,8662,17758,438,17166,False
1568,KHR,2007-11-10,10663,23506,19965,1767,False
1569,TTD,2009-04-05,2258,8454,4017,7324,False
1570,BRL,1993-07-05,14656,11302,321,23724,False
1571,CUP,1986-10-01,12805,15238,7521,14305,False
1572,CAD,1977-10-10,15483,18128,21937,10720,True
1573,BGN,1992-04-03,7331,3632,4843,3497,True
1574,SEK,2014-11-14,9719,22506,5872,13183,False
1575,GBP,1999-10-29,22052,4173,1035,23044,True
1576,VND,1991-10-21,17059,16246,8174,10715,True
1577,PGK,1978-11-10,14483,4517,5129,803,True
1578,GHS,2009-02-07,14648,23947,322,4333,False
1579,MDL,1975-07-14,17004,1488,19808,9136,True
1580,BRL,1990-02-15,21226,18907,14408,11620,True
1581,KHR,1984-10-11,17623,1017,11651,10028,False
1582,ALL,1984-03-13,2227,7352,11340,3106,True
1583,SZL,2014-11-07,20306,23592,21390,9228,False
1584,BSD,1990-01-08,16697,3273,18406,227,True
1585,RON,1990-07-18,17447,6129,12355,15196,True
1586,DOP,1977-09-05,3939,821,7711,13677,False
1587,PAB,2012-07-22,5805,3926,7996,540,False
1588,SGD,1990-12-28,7999,18741,21709,15153,True
1589,MDL,2003-12-05,695,2515,16068,19039,True
1590,GNF,1992-03-02,14843,17081,16561,10161,True
1591,BAM,2017-03-19,21976,21021,11072,2355,True
1592,KHR,1973-03-19,7313,20201,17592,14111,False
1593,MOP,2023-05-04,22987,19775,20961,12758,True
1594,IMP,1974-06-11,18871,14083,8078,7297,True
1595,LAK,1981-08-09,19364,19702,10121,8128,True
1596,MDL,2008-02-08,4114,1304,1614,19449,True
1597,CAD,1971-08-29,22228,23836,462,22242,True
1598,CAD,1977-02-03,15831,178,6060,23610,True
1599,TOP,1992-03-10,5780,6903,20714,17468,True
1600,TND,1983-04-26,6597,7780,503,23326,False
1601,UYU,2021-09-07,22624,3426,12241,8983,True
1602,CVE,2001-06-28,7297,412,16122,2940,True
1603,BAM,2020-10-25,15923,1777,19150,5329,False
1604,ZAR,1993-11-18,23398,16098,23040,2847,False
1605,NOK,1980-10-21,2570,6508,3275,7589,True
1606,MXN,1988-09-25,23173,5720,17571,6836,True
1607,KHR,1982-07-28,6002,8452,3260,15783,False
1608,ETB,2011-09-15,21719,12816,6273,2493,True
1609,YER,1975-08-15,21790,22103,2755,23074,True
1610,RWF,1971-04-13,12218,11601,20461,7007,True
1611,PAB,1996-08-29,14385,10648,23745,11211,True
1612,CDF,1992-02-10,22613,17967,5542,13608,True
1613,XCD,2020-04-10,23062,18707,21562,16782,True
1614,FKP,1977-10-25,21926,11517,19502,3953,True
1615,TWD,1971-02-15,16967,3428,13677,21748,False
1616,INR,2004-04-05,14437,4825,15942,8885,True
1617,XPF,1971-10-09,2103,8861,16688,18961,False
1618,AUD,1996-12-19,1339,20821,11405,1364,True
1619,CVE,1985-09-08,8319,23839,2464,5848,False
1620,BYR,1992-04-11,13705,19060,16355,202,True
1621,SLL,1976-01-19,8848,4205,19968,4250,False
1622,BSD,1976-12-07,11638,1920,14958,19927,True
1623,AZN,2020-09-18,7302,4113,17291,8159,True
1624,MXN,1982-12-14,351,5679,1663,8711,True
1625,XCD,2005-10-01,12737,12227,2993,498,True
1626,IRR,2008-06-08,13205,21453,4179,14978,True
1627,GYD,1982-10-26,23573,10056,16650,14778,True
1628,COP,2005-07-23,17683,9904,14272,1050,True
1629,BOB,1980-07-17,21005,2658,16417,19805,False
1630,HTG,2009-04-01,12065,15600,8874,22125,False
1631,NOK,2014-02-04,18275,6016,9794,7449,False
1632,MYR,1995-04-30,9649,3588,11629,4259,False
1633,DJF,1992-05-30,1928,13190,1739,20505,True
1634,UZS,2011-06-07,3181,23805,21138,18564,True
1635,AWG,1982-08-26,13941,19631,7783,3317,False
1636,SBD,1986-11-20,23370,6713,10810,8603,True
1637,ETB,1997-12-12,19865,18616,19968,6997,True
1638,BTN,2020-11-29,10300,12953,23906,16468,True
1639,MZN,2000-03-15,14485,18199,5558,22811,False
1640,YER,1995-04-22,6029,10661,15786,19224,False
1641,TJS,2015-02-08,9142,17128,3188,20114,False
1642,KWD,1980-10-04,6311,23488,19438,1334,True
1643,KYD,1974-06-27,10594,20857,5873,12011,True
1644,KGS,1974-06-14,14934,16008,16864,21847,True
1645,TRY,1975-07-03,13108,2868,2582,23240,False
1646,ZWD,2015-11-19,11520,23511,1255,5941,True
1647,AED,2008-07-13,19201,2564,3452,5118,True
1648,PAB,2008-07-22,8402,1447,14077,4707,True
1649,ZMW,1997-02-12,8776,495,13696,18410,True
1650,AFN,1992-05-01,5713,2425,23341,14605,True
1651,PAB,1993-12-23,21911,10941,8997,15159,True
1652,AMD,2017-05-16,5601,15771,18161,9727,True
1653,OMR,1987-02-08,2974,1831,13333,19874,True
1654,GBP,2018-12-07,10317,281,6136,2706,True
1655,TZS,1976-09-04,1339,6560,1147,20562,True
1656,LSL,1975-01-19,16248,16029,9796,2678,True
1657,ZWD,1981-03-19,13256,5565,13428,3886,True
1658,JEP,2009-04-17,18407,4897,6870,17262,False
1659,BND,2010-09-28,10105,22316,12740,9209,False
1660,CHF,2011-01-10,17711,4659,1591,425,True
1661,UAH,2016-12-07,18987,3293,15645,8423,True
1662,EUR,1976-10-06,20706,23103,7572,21495,False
1663,HTG,1989-08-09,6338,14861,17658,8016,False
1664,KES,1970-09-26,6166,2590,22310,17581,False
1665,DOP,2004-06-26,22069,5103,4063,20855,True
1666,TTD,2015-06-21,9066,7132,22434,2011,True
1667,KZT,1997-08-01,5088,11724,5916,11935,True
1668,GHS,2003-11-12,17638,12878,9292,20463,True
1669,PGK,1973-02-11,2485,2441,18093,1654,True
1670,ZWD,1977-08-14,6535,13204,18200,17155,False
1671,BTN,2002-02-19,11031,4451,15811,11152,True
1672,RSD,1998-04-13,19114,14869,19246,19840,False
1673,TZS,1992-08-13,20981,19466,22123,18189,True
1674,FJD,1989-11-04,17488,17010,16718,11306,True
1675,XDR,2022-02-27,20210,13909,5214,23378,True
1676,RUB,2019-12-19,19010,23093,16806,14124,False
1677,BWP,2009-09-13,9953,12474,19557,6229,True
1678,MZN,1984-07-27,22560,23532,15026,10269,True
1679,MGA,1993-06-15,17479,13022,289,4330,True
1680,LAK,2002-12-24,4861,16591,20248,7886,True
1681,NZD,1981-02-09,20349,13320,20905,16846,False
1682,HUF,2004-11-24,5269,17047,6087,1635,True
1683,XDR,1981-02-25,6086,1977,4321,6484,True
1684,KWD,2002-06-12,18923,22134,22749,7249,False
1685,YER,1979-04-03,5642,2159,22660,18317,True
1686,LKR,2019-04-11,17662,23344,10954,423,False
1687,ALL,2005-03-22,12194,12812,19372,2911,False
1688,MAD,1981-01-23,22741,10343,22840,1880,False
1689,ZMW,1986-05-23,17908,10438,23757,16147,False
1690,SBD,1991-03-14,18819,19126,17891,13552,False
1691,PEN,1989-09-11,16998,23897,3883,20266,False
1692,AFN,1976-03-02,7087,19052,16674,2554,True
1693,AOA,1972-11-02,3750,22410,19802,15303,True
1694,UYU,2016-12-05,21038,4076,370,12329,False
1695,KWD,2012-06-21,3834,2819,18051,10204,True
1696,NZD,1996-06-05,7669,9881,2475,482,True
1697,JEP,1998-03-26,8028,4516,15529,21320,False
1698,EUR,1985-03-13,15758,7497,3256,22429,False
1699,SRD,1978-01-23,13006,1319,15807,4654,False
1700,WST,2008-06-14,20863,22840,6068,14792,True
1701,HRK,1986-10-20,13527,12983,16039,3069,True
1702,SHP,1977-12-25,2301,4813,23089,9820,True
1703,LAK,1975-09-23,21445,16133,21993,8757,True
1704,TJS,2003-05-12,10801,6801,20051,15815,True
1705,BMD,1976-12-26,922,21953,20255,11888,True
1706,IDR,2010-04-11,22044,5333,23702,19131,False
1707,SCR,1983-05-07,14604,4735,3374,8396,True
1708,HKD,1977-06-16,23917,211,16991,11577,True
1709,GHS,2011-07-25,14139,19586,22554,19643,True
1710,AZN,1987-02-07,18264,12890,4856,23309,True
1711,AZN,1971-01-26,5749,1475,11771,23939,False
1712,AED,1997-02-18,8900,2091,10111,13034,False
1713,SZL,1979-05-29,21357,6100,11944,14297,False
1714,KGS,1986-08-12,615,23766,19142,6405,True
1715,KMF,1972-03-15,6342,22208,2272,16939,True
1716,MWK,1975-04-27,23490,8162,12873,18182,True
1717,BOB,1993-04-07,22947,20800,22471,22393,True
1718,RSD,1984-07-08,17674,20888,16736,18837,False
1719,MKD,2010-05-20,13020,16339,21122,1118,True
1720,SLL,1996-02-22,14555,6760,5780,16110,True
1721,BHD,1979-12-07,14419,4155,565,13551,True
1722,VEF,2017-10-05,13510,22201,2451,833,False
1723,JPY,1982-11-22,19516,17478,7779,16093,True
1724,HNL,1993-04-28,15827,10947,13260,8506,True
1725,IQD,1991-06-04,16183,6032,10066,17498,False
1726,KPW,2002-01-25,21402,20585,9900,6428,True
1727,GEL,1975-02-11,23651,14735,4858,5976,False
1728,UGX,2010-11-12,6992,8239,9449,18771,True
1729,NOK,2020-03-10,481,22131,8225,9915,True
1730,CVE,1979-01-21,2178,5509,14237,16725,True
1731,ISK,2018-12-26,10688,18911,836,13775,True
1732,NAD,2006-03-18,11174,7376,6400,12347,False
1733,BOB,1985-09-08,22136,23031,3612,21897,True
1734,KPW,2008-12-06,15186,307,3189,21624,True
1735,BTN,1971-02-20,11377,15918,12893,7109,True
1736,DKK,1970-01-04,2252,2183,22775,6750,True
1737,SBD,1979-09-17,20926,5525,3938,7423,True
1738,TRY,2003-10-17,22517,13763,714,1673,True
1739,PAB,2005-05-10,16760,15482,3934,12285,True
1740,CHF,1980-02-26,1913,10738,21,18516,False
1741,MGA,1999-01-06,20519,14921,21939,17972,True
1742,CUC,1971-03-27,16350,16847,9904,11225,False
1743,UZS,1997-11-19,6918,8555,15615,6523,True
1744,TJS,1975-06-25,928,6629,7267,18635,True
1745,CRC,2018-09-13,2474,11469,17219,1160,True
1746,VEF,2018-04-15,12498,11233,11589,17061,False
1747,ERN,1970-02-03,15187,5369,9726,8971,False
1748,BAM,1988-08-29,20821,16205,11272,13706,True
1749,KZT,2007-03-20,14932,14025,9920,21641,True
1750,SGD,2009-07-31,4057,15504,17463,6070,True
1751,FJD,2002-08-15,3698,23942,985,4515,False
1752,BIF,2015-09-30,3481,7776,8041,7057,False
1753,CNY,1976-02-07,16536,21092,8461,8039,True
1754,LYD,1998-07-09,13959,16150,16798,2971,True
1755,CDF,2009-02-13,3591,16116,15902,20334,False
1756,XPF,1974-05-27,6139,11659,5580,5413,False
1757,KYD,1976-07-29,21336,6469,11721,17247,False
1758,CUC,1990-01-10,12888,2103,7771,18865,False
1759,VND,1986-06-03,7252,22742,3099,9383,False
1760,TTD,2020-07-09,14262,10640,2931,21607,True
1761,AZN,2007-12-28,19558,18451,22529,20710,True
1762,MAD,2006-10-31,1909,12084,22697,20795,False
1763,KES,2016-07-02,14513,22114,13915,6977,False
1764,IRR,1976-06-26,11824,18868,2233,15611,True
1765,LAK,1977-09-05,17475,16437,22904,7858,False
1766,WST,1993-09-26,23712,13334,3795,4378,False
1767,LRD,2019-08-19,16179,21123,10516,14614,False
1768,SDG,1994-12-29,19133,8822,22832,21122,False
1769,MNT,2011-11-23,8456,5247,16554,18955,True
1770,WST,2006-09-17,5739,14834,10237,21433,True
1771,BIF,2003-10-12,34,18432,4349,6703,True
1772,TZS,1993-04-10,4787,21126,18162,6882,True
1773,DJF,1991-12-31,4066,12404,5040,22138,True
1774,ARS,1982-08-12,16910,23653,3382,5313,True
1775,KRW,2003-01-09,21518,18263,20052,8771,False
1776,AED,1995-08-20,11460,13927,7047,8298,False
1777,AZN,1978-04-18,3739,19416,14605,110,False
1778,FKP,1973-02-28,6908,16526,21464,13267,True
1779,BGN,2022-03-16,10748,10975,16236,16532,True
1780,KES,1972-08-13,6772,13150,14983,17510,False
1781,TMT,2011-11-05,7353,4442,13292,7219,False
1782,PYG,2016-07-30,19534,17593,22604,9360,True
1783,AOA,1994-11-03,3601,18734,12816,3927,True
1784,CLP,2012-05-27,7795,5678,1503,7235,True
1785,AMD,2007-05-19,12504,4888,17175,18786,True
1786,SZL,1971-01-24,13934,14474,20180,22654,False
1787,TND,2005-11-07,22466,4414,18600,1503,True
1788,MDL,1982-02-12,2752,15037,11372,21106,False
1789,BWP,1978-11-08,23463,5072,10471,4599,True
1790,SEK,2003-06-15,19539,900,2968,14265,True
1791,USD,1997-11-07,13862,12609,19808,8154,True
1792,TMT,2004-10-02,9185,5775,20038,16611,True
1793,DZD,1982-06-22,21977,8516,8896,7379,False
1794,NGN,1987-04-30,13748,2019,14730,1533,False
1795,KRW,2021-09-23,21346,5698,15655,10001,True
1796,SZL,1995-01-30,6827,6035,4936,15763,True
1797,CUP,1983-06-02,15392,3609,8741,5179,True
1798,MDL,1978-11-14,14789,18130,1424,3485,True
1799,BGN,1971-03-04,1458,11467,22922,15160,True
1800,RON,1975-08-04,20832,11516,11066,5024,False
1801,BWP,1972-12-03,11194,7905,8600,12727,True
1802,SOS,2021-10-16,3751,9672,2080,3747,True
1803,FJD,1974-10-29,10270,15557,13734,22675,True
1804,BMD,1991-08-31,18339,433,23296,10284,True
1805,NPR,1984-05-21,12413,9534,21904,6875,False
1806,TRY,1971-05-20,9718,4582,3015,21035,True
1807,HTG,1988-05-31,20119,531,8100,20915,False
1808,MOP,1992-07-06,1583,3202,2409,8896,True
1809,TWD,2005-11-08,15624,17783,20237,13261,True
1810,SOS,1988-02-28,9571,7614,502,14518,False
1811,QAR,2021-10-12,10998,10244,6415,997,False
1812,SEK,2001-08-04,4186,11679,4533,7045,False
1813,CUP,1999-10-28,969,1488,17689,5971,True
1814,VND,1982-07-27,4089,19845,16715,3216,True
1815,KRW,2003-09-14,10932,11124,16786,9827,False
1816,BMD,2014-11-29,17102,10101,14027,2739,True
1817,CNY,1971-02-03,17202,18915,14537,20284,True
1818,AWG,1996-02-26,16370,6472,3,2789,False
1819,XCD,2020-07-28,18283,11267,184,11343,True
1820,BND,1979-01-29,15951,17644,18946,18926,False
1821,AED,1973-11-12,21116,16674,17056,12991,False
1822,SEK,2012-10-10,10200,21898,2316,23275,False
1823,QAR,1978-11-05,11397,22893,5395,18954,True
1824,ILS,2019-02-23,17237,14261,6453,17071,True
1825,RWF,1978-12-14,17185,18251,2523,22144,False
1826,SBD,2017-06-27,4433,21304,4131,4410,True
1827,TWD,1978-11-17,11506,3552,440,10908,True
1828,SLL,1986-08-02,5419,1918,8966,3258,False
1829,PAB,1978-12-28,17704,10134,17022,13705,True
1830,TMT,1991-01-22,22120,11630,2079,1,False
1831,BTN,2004-12-22,7083,4412,18891,2808,True
1832,DOP,2020-10-14,18469,251,6376,1035,False
1833,HRK,2017-03-20,3629,9730,9278,19852,True
1834,ZWD,2001-11-07,17212,12047,6407,3551,False
1835,UYU,1972-12-04,16764,13729,20469,8056,False
1836,IQD,1983-09-29,21153,17610,16890,19789,False
1837,SHP,2004-02-27,11808,1868,23134,22543,True
1838,MZN,1980-06-13,19075,21784,9301,17918,False
1839,MUR,1972-12-28,18073,10423,2476,6473,True
1840,RSD,1971-04-16,15328,18773,13840,2789,False
1841,OMR,1981-12-18,15716,5676,9155,20230,False
1842,KWD,2012-01-29,419,21177,11383,14387,False
1843,CVE,1993-03-24,15056,10757,14446,11383,False
1844,MNT,2015-11-13,9044,10749,7018,3363,True
1845,LBP,2004-11-07,20765,13850,17599,21040,False
1846,AWG,1973-02-03,12028,6484,23650,21159,True
1847,THB,2022-11-21,17143,4988,2673,16108,True
1848,IDR,1991-07-31,23367,15893,13714,23948,False
1849,VND,2016-03-12,12783,6613,404,13734,False
1850,MVR,2006-09-04,6146,7814,1536,9278,True
1851,SOS,2007-07-18,21600,11965,6800,5208,False
1852,AMD,1972-03-21,1982,11773,21486,21465,False
1853,MZN,2016-09-04,15351,21362,10089,12045,False
1854,SBD,1990-06-05,20754,10959,14922,21488,True
1855,MYR,1980-12-22,3870,6364,5434,10299,False
1856,SGD,2016-03-31,3919,22790,23832,2045,True
1857,HUF,1981-05-27,5667,17576,13928,14122,True
1858,RWF,2019-02-18,22603,6929,13152,19687,True
1859,KMF,2012-12-07,2073,6727,12654,10076,True
1860,MGA,1974-08-21,1885,6358,6864,12589,True
1861,SDG,1977-05-29,23010,6604,1385,7720,True
1862,DJF,2011-12-19,22439,15991,13272,4847,True
1863,KHR,1990-10-04,15557,12310,11550,3360,False
1864,CUP,2007-08-19,2642,5989,3526,15881,True
1865,ERN,2001-10-30,20139,17945,14329,18907,True
1866,AUD,2019-07-12,10623,3835,14873,8537,True
1867,PKR,2013-02-05,3988,6685,7804,10555,True
1868,SBD,2015-10-25,23211,4606,21397,7953,True
1869,HTG,2005-10-02,1780,17932,12453,14606,False
1870,IRR,1997-02-06,19974,17097,7382,14409,False
1871,JOD,2021-10-30,5221,7097,13971,16694,True
1872,EUR,1980-10-29,1966,16295,6849,19594,True
1873,RUB,1995-06-27,12431,12678,7864,9144,False
1874,MRO,2011-06-22,3750,15262,4649,23511,True
1875,CUC,2019-10-18,1649,16158,3953,13676,True
1876,ZAR,2011-01-14,20538,1966,7056,12444,False
1877,BYR,2020-12-24,4481,8331,1890,5585,True
1878,PEN,2002-12-07,7033,22811,16388,23246,True
1879,SGD,1989-08-13,18028,2225,6488,15683,False
1880,GGP,2022-03-14,22869,14157,8676,15607,True
1881,RON,1994-02-05,22759,2303,18757,12186,True
1882,XAF,2017-11-30,15190,4501,21355,13196,True
1883,SYP,2008-11-26,5410,9821,93,23190,True
1884,PYG,1992-07-18,15656,21338,18454,5878,False
1885,KES,2000-03-05,20699,20580,3069,1378,False
1886,NOK,1970-06-08,4822,3744,4315,20213,False
1887,MXN,1971-12-16,16063,16147,14007,10296,True
1888,TND,2007-10-24,13623,4461,5408,21163,True
1889,WST,2012-12-19,2059,441,9539,8840,True
1890,BDT,1994-06-24,786,11035,1451,12592,True
1891,BRL,1987-08-10,18412,23865,2391,5738,False
1892,AZN,1976-02-24,10828,20705,19378,9663,True
1893,LAK,2011-03-02,8740,21990,2192,17328,False
1894,QAR,1978-06-05,7003,23149,17194,20368,False
1895,LRD,2008-06-20,2847,17369,16586,21270,False
1896,BZD,2005-09-30,7812,12730,3889,8752,False
1897,ZAR,1993-05-12,17841,22390,20918,3134,False
1898,CLP,2015-01-02,15228,21248,5949,1055,False
1899,USD,2008-08-02,20959,1390,19534,23598,False
1900,CUP,1981-02-05,7618,13955,15912,14244,False
1901,SCR,1980-10-26,6758,16538,20355,6632,True
1902,SHP,2021-09-24,19408,23619,23662,21218,True
1903,TOP,2013-04-19,5227,3200,5990,22398,False
1904,SRD,1989-07-02,11185,20454,7496,7477,True
1905,VND,1984-02-04,12123,22506,10794,10946,True
1906,NIO,1998-07-07,20042,11615,17359,23120,True
1907,AZN,1989-06-29,13797,14939,3392,16673,False
1908,TOP,2019-08-30,21662,17600,578,867,False
1909,GGP,1996-03-18,19172,22174,14631,3274,True
1910,SCR,2012-10-23,6884,22743,21223,3760,True
1911,BWP,2004-07-16,9341,4924,11786,14255,False
1912,SBD,2003-10-01,16050,15651,1166,22679,True
1913,AOA,2012-06-29,5966,12992,21988,21625,True
1914,DJF,2004-07-14,19945,23726,21405,12947,False
1915,LBP,1989-12-23,17087,19613,15664,16838,True
1916,BBD,1997-01-21,18805,13386,1947,23102,True
1917,KGS,1983-01-02,14114,8879,9054,1836,True
1918,MDL,1998-12-22,7680,23696,20265,22457,True
1919,CVE,2006-04-19,18946,1599,4371,19038,True
1920,BMD,2005-10-01,20545,20655,11155,23141,True
1921,TRY,2018-01-07,5835,15367,22557,20900,True
1922,DZD,2011-04-29,13246,23215,22242,2894,True
1923,EGP,2000-03-26,12750,9505,1920,16341,True
1924,TWD,1982-03-21,4981,6703,1455,12651,True
1925,KYD,1994-04-10,5436,9767,13539,21128,True
1926,HUF,1993-01-09,15036,19373,19563,380,True
1927,MGA,2016-12-16,22125,11605,20306,14406,True
1928,TRY,1984-09-03,10065,19096,21674,16994,False
1929,ERN,1982-04-30,317,22779,363,21538,True
1930,SZL,1993-11-26,8388,14939,8369,11368,True
1931,BAM,1994-11-08,1769,1874,17850,16121,False
1932,AWG,2002-07-29,13449,11,12225,16447,False
1933,LAK,2014-06-17,4533,16067,3548,19431,True
1934,SZL,2000-01-08,8152,13913,3193,19502,True
1935,MRO,1991-10-08,1650,15355,5597,6551,False
1936,SDG,1978-05-30,15089,7656,19948,12496,False
1937,CHF,2022-07-31,21699,18081,5059,23088,True
1938,AMD,1970-04-28,17706,10660,19824,756,True
1939,MMK,2014-09-15,15376,21885,21051,20526,False
1940,BWP,1993-06-13,6455,18215,4355,21784,True
1941,RSD,2012-03-18,5058,678,17511,23518,True
1942,HNL,1980-10-20,23179,20503,9851,4208,False
